ticker,name,sector,cap_tier,avg_volume,exchange
BHP,BHP Group Limited,Basic Materials,Large-Cap,4371493,NYQ
TMO,Thermo Fisher Scientific Inc,Healthcare,Large-Cap,2395988,NYQ
ABT,Abbott Laboratories,Healthcare,Large-Cap,11383616,NYQ
TJX,"TJX Companies, Inc. (The)",Consumer Cyclical,Large-Cap,5227959,NYQ
TXN,Texas Instruments Incorporated,Technology,Large-Cap,7734240,NMS
CRM,"Salesforce, Inc.",Technology,Large-Cap,12830769,NYQ
GILD,"Gilead Sciences, Inc.",Healthcare,Large-Cap,7284030,NMS
DIS,Walt Disney Company (The),Communication Services,Large-Cap,11805390,NYQ
SCHW,Charles Schwab Corporation (The,Financial Services,Large-Cap,10645708,NYQ
SAN,"Banco Santander, S.A. Sponsored",Financial Services,Large-Cap,13906811,NYQ
NVO,Novo Nordisk A/S,Healthcare,Large-Cap,24235103,NYQ
ISRG,"Intuitive Surgical, Inc.",Healthcare,Large-Cap,1949024,NMS
COP,ConocoPhillips,Energy,Large-Cap,9963737,NYQ
ARM,Arm Holdings plc,Technology,Large-Cap,6946875,NMS
PFE,"Pfizer, Inc.",Healthcare,Large-Cap,45932617,NYQ
TD,Toronto Dominion Bank (The),Financial Services,Large-Cap,2484435,NYQ
BA,Boeing Company (The),Industrials,Large-Cap,7514461,NYQ
ADI,"Analog Devices, Inc.",Technology,Large-Cap,4097398,NMS
ANET,"Arista Networks, Inc.",Technology,Large-Cap,7988441,NYQ
APH,Amphenol Corporation,Technology,Large-Cap,10412420,NYQ
SHOP,Shopify Inc.,Technology,Large-Cap,11685148,NMS
DE,Deere & Company,Industrials,Large-Cap,1621372,NYQ
RIO,Rio Tinto Plc,Basic Materials,Large-Cap,3969822,NYQ
BLK,"BlackRock, Inc.",Financial Services,Large-Cap,872893,NYQ
UBER,"Uber Technologies, Inc.",Technology,Large-Cap,20440730,NYQ
PDD,PDD Holdings Inc.,Consumer Cyclical,Large-Cap,8360724,NMS
UNP,Union Pacific Corporation,Industrials,Large-Cap,3422556,NYQ
HON,Honeywell International Inc.,Industrials,Large-Cap,4375358,NMS
SCCO,Southern Copper Corporation,Basic Materials,Large-Cap,2201247,NYQ
BX,Blackstone Inc.,Financial Services,Large-Cap,8447819,NYQ
LMT,Lockheed Martin Corporation,Industrials,Large-Cap,1867585,NYQ
ETN,"Eaton Corporation, PLC",Industrials,Large-Cap,2909872,NYQ
WELL,Welltower Inc.,Real Estate,Large-Cap,3244475,NYQ
QCOM,QUALCOMM Incorporated,Technology,Large-Cap,11476054,NMS
BUD,Anheuser-Busch Inbev SA Sponsor,Consumer Defensive,Large-Cap,2323698,NYQ
APP,Applovin Corporation,Communication Services,Large-Cap,6079203,NMS
DHR,Danaher Corporation,Healthcare,Large-Cap,4147500,NYQ
PBR,Petroleo Brasileiro S.A. Petrob,Energy,Large-Cap,30974738,NYQ
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Large-Cap,2865608,NYQ
PANW,"Palo Alto Networks, Inc.",Technology,Large-Cap,10462787,NMS
SPGI,S&P Global Inc.,Financial Services,Large-Cap,2606291,NYQ
HDB,HDFC Bank Limited,Financial Services,Large-Cap,9023448,NYQ
CB,Chubb Limited,Financial Services,Large-Cap,1762746,NYQ
BTI,British American Tobacco  Indus,Consumer Defensive,Large-Cap,5098701,NYQ
SYK,Stryker Corporation,Healthcare,Large-Cap,2097640,NYQ
SMFG,Sumitomo Mitsui Financial Group,Financial Services,Large-Cap,2378704,NYQ
UL,Unilever PLC,Consumer Defensive,Large-Cap,4259595,NYQ
UBS,UBS Group AG Registered,Financial Services,Large-Cap,2751898,NYQ
BMY,Bristol-Myers Squibb Company,Healthcare,Large-Cap,13597724,NYQ
PLD,"Prologis, Inc.",Real Estate,Large-Cap,3535083,NYQ
BBVA,Banco Bilbao Vizcaya Argentaria,Financial Services,Large-Cap,2212074,NYQ
SONY,Sony Group Corporation,Technology,Large-Cap,6270096,NYQ
ACN,Accenture plc,Technology,Large-Cap,6716753,NYQ
INTU,Intuit Inc.,Technology,Large-Cap,3941256,NMS
BP,BP p.l.c.,Energy,Large-Cap,14180827,NYQ
ENB,Enbridge Inc,Energy,Large-Cap,5471101,NYQ
NEM,Newmont Corporation,Basic Materials,Large-Cap,10848987,NYQ
SNY,Sanofi,Healthcare,Large-Cap,4208453,NMS
GLW,Corning Incorporated,Technology,Large-Cap,11557419,NYQ
PGR,Progressive Corporation (The),Financial Services,Large-Cap,3477793,NYQ
IBKR,"Interactive Brokers Group, Inc.",Financial Services,Large-Cap,5069961,NMS
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,Large-Cap,1518138,NMS
COF,Capital One Financial Corporati,Financial Services,Large-Cap,5743708,NYQ
PH,Parker-Hannifin Corporation,Industrials,Large-Cap,755537,NYQ
GLD,SPDR Gold Shares,N/A,Large-Cap,19230493,PCX
MDT,Medtronic plc.,Healthcare,Large-Cap,8479366,NYQ
GSK,GSK plc,Healthcare,Large-Cap,5594461,NYQ
MO,"Altria Group, Inc.",Consumer Defensive,Large-Cap,10332166,NYQ
NOW,"ServiceNow, Inc.",Technology,Large-Cap,18900543,NYQ
DELL,Dell Technologies Inc.,Technology,Large-Cap,8889119,NYQ
SO,Southern Company (The),Utilities,Large-Cap,6122369,NYQ
CME,CME Group Inc.,Financial Services,Large-Cap,2284258,NMS
MCK,McKesson Corporation,Healthcare,Large-Cap,761774,NYQ
HCA,"HCA Healthcare, Inc.",Healthcare,Large-Cap,1128543,NYQ
EQNR,Equinor ASA,Energy,Large-Cap,7567598,NYQ
CMCSA,Comcast Corporation,Communication Services,Large-Cap,34882090,NMS
AEM,Agnico Eagle Mines Limited,Basic Materials,Large-Cap,2953761,NYQ
SBUX,Starbucks Corporation,Consumer Cyclical,Large-Cap,9312977,NMS
DUK,Duke Energy Corporation (Holdin,Utilities,Large-Cap,4591414,NYQ
CNQ,Canadian Natural Resources Limi,Energy,Large-Cap,11295501,NYQ
CEG,Constellation Energy Corporatio,Utilities,Large-Cap,3795627,NMS
SPOT,Spotify Technology S.A.,Communication Services,Large-Cap,2901275,NYQ
ADBE,Adobe Inc.,Technology,Large-Cap,5852395,NMS
CRWD,"CrowdStrike Holdings, Inc.",Technology,Large-Cap,3915391,NMS
NOC,Northrop Grumman Corporation,Industrials,Large-Cap,977588,NYQ
MFG,"Mizuho Financial Group, Inc. Sp",Financial Services,Large-Cap,4952798,NYQ
EQIX,"Equinix, Inc.",Real Estate,Large-Cap,650940,NMS
BMO,Bank Of Montreal,Financial Services,Large-Cap,856791,NYQ
VRT,"Vertiv Holdings, LLC",Industrials,Large-Cap,7796654,NYQ
IBN,ICICI Bank Limited,Financial Services,Large-Cap,6799240,NYQ
SNDK,Sandisk Corporation,Technology,Large-Cap,19714975,NMS
GD,General Dynamics Corporation,Industrials,Large-Cap,1424766,NYQ
BSX,Boston Scientific Corporation,Healthcare,Large-Cap,16165559,NYQ
HWM,Howmet Aerospace Inc.,Industrials,Large-Cap,2686741,NYQ
WM,"Waste Management, Inc.",Industrials,Large-Cap,2267183,NYQ
ITUB,Itau Unibanco Banco Holding SA,Financial Services,Large-Cap,28550074,NYQ
WDC,Western Digital Corporation,Technology,Large-Cap,10034798,NMS
TT,Trane Technologies plc,Industrials,Large-Cap,1632851,NYQ
BN,Brookfield Corporation,Financial Services,Large-Cap,6085040,NYQ
CVS,CVS Health Corporation,Healthcare,Large-Cap,8826740,NYQ
ICE,Intercontinental Exchange Inc.,Financial Services,Large-Cap,3955714,NYQ
WMB,"Williams Companies, Inc. (The)",Energy,Large-Cap,7421698,NYQ
STX,Seagate Technology Holdings PLC,Technology,Large-Cap,4177635,NMS
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Large-Cap,592674,NMS
CM,Canadian Imperial Bank of Comme,Financial Services,Large-Cap,1305688,NYQ
MAR,Marriott International,Consumer Cyclical,Large-Cap,1670332,NMS
MRVL,"Marvell Technology, Inc.",Technology,Large-Cap,18335982,NMS
KKR,KKR & Co. Inc.,Financial Services,Large-Cap,7773767,NYQ
BNS,Bank Nova Scotia Halifax Pfd 3,Financial Services,Large-Cap,2111030,NYQ
IAU,iShares Gold Trust Shares,N/A,Large-Cap,17149809,PCX
FDX,FedEx Corporation,Industrials,Large-Cap,2011185,NYQ
MRSH,Marsh,Financial Services,Large-Cap,3166901,NYQ
FCX,"Freeport-McMoRan, Inc.",Basic Materials,Large-Cap,21017422,NYQ
PNC,"PNC Financial Services Group, I",Financial Services,Large-Cap,2802114,NYQ
NGG,"National Grid Transco, PLC Nati",Utilities,Large-Cap,1146166,NYQ
UPS,"United Parcel Service, Inc.",Industrials,Large-Cap,6598779,NYQ
BK,The Bank of New York Mellon Cor,Financial Services,Large-Cap,3795879,NYQ
ADP,"Automatic Data Processing, Inc.",Technology,Large-Cap,3609561,NMS
PWR,"Quanta Services, Inc.",Industrials,Large-Cap,1147695,NYQ
EPD,Enterprise Products Partners L.,Energy,Large-Cap,4715541,NYQ
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Large-Cap,761117,NMS
USB,U.S. Bancorp,Financial Services,Large-Cap,11270040,NYQ
AMT,American Tower Corporation (REI,Real Estate,Large-Cap,3301470,NYQ
JCI,Johnson Controls International ,Industrials,Large-Cap,5207258,NYQ
SHW,Sherwin-Williams Company (The),Basic Materials,Large-Cap,1829669,NYQ
SU,Suncor Energy  Inc.,Energy,Large-Cap,5668820,NYQ
NKE,"Nike, Inc.",Consumer Cyclical,Large-Cap,18262653,NYQ
MCO,Moody's Corporation,Financial Services,Large-Cap,1369030,NYQ
EOG,"EOG Resources, Inc.",Energy,Large-Cap,5393425,NYQ
AMX,"America Movil, S.A.B. de C.V.",Communication Services,Large-Cap,2396100,NYQ
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Large-Cap,6267841,NMS
SLB,SLB Limited,Energy,Large-Cap,21273229,NYQ
CDNS,"Cadence Design Systems, Inc.",Technology,Large-Cap,2544983,NMS
MMM,3M Company,Industrials,Large-Cap,4191962,NYQ
CSX,CSX Corporation,Industrials,Large-Cap,14118201,NMS
ABNB,"Airbnb, Inc.",Consumer Cyclical,Large-Cap,4596153,NMS
SNPS,"Synopsys, Inc.",Technology,Large-Cap,2212238,NMS
ING,"ING Group, N.V.",Financial Services,Large-Cap,3101530,NYQ
ECL,Ecolab Inc.,Basic Materials,Large-Cap,1433620,NYQ
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Large-Cap,2545390,NYQ
ITW,Illinois Tool Works Inc.,Industrials,Large-Cap,1466398,NYQ
KMI,"Kinder Morgan, Inc.",Energy,Large-Cap,14673011,NYQ
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Large-Cap,11200924,NMS
CMI,Cummins Inc.,Industrials,Large-Cap,966801,NYQ
VLO,Valero Energy Corporation,Energy,Large-Cap,3974353,NYQ
EMR,Emerson Electric Company,Industrials,Large-Cap,3490325,NYQ
LYG,Lloyds Banking Group Plc,Financial Services,Large-Cap,20013808,NYQ
BCS,Barclays PLC,Financial Services,Large-Cap,7758600,NYQ
PSX,Phillips 66,Energy,Large-Cap,3128300,NYQ
NET,"Cloudflare, Inc.",Technology,Large-Cap,4635369,NYQ
BAM,Brookfield Asset Management Inc,Financial Services,Large-Cap,3791898,NYQ
MSI,"Motorola Solutions, Inc.",Technology,Large-Cap,1166311,NYQ
NTES,"NetEase, Inc.",Communication Services,Large-Cap,828412,NMS
MPC,Marathon Petroleum Corporation,Energy,Large-Cap,2658440,NYQ
AEP,American Electric Power Company,Utilities,Large-Cap,3591422,NMS
CI,The Cigna Group,Healthcare,Large-Cap,1771548,NYQ
MNST,Monster Beverage Corporation,Consumer Defensive,Large-Cap,6191075,NMS
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Large-Cap,1972662,NYQ
CP,Canadian Pacific Kansas City Li,Industrials,Large-Cap,2868348,NYQ
ROST,"Ross Stores, Inc.",Consumer Cyclical,Large-Cap,2634848,NMS
CRH,CRH PLC,Basic Materials,Large-Cap,5314496,NYQ
NU,Nu Holdings Ltd.,Financial Services,Large-Cap,56720125,NYQ
GM,General Motors Company,Consumer Cyclical,Large-Cap,8491001,NYQ
CVNA,Carvana Co.,Consumer Cyclical,Large-Cap,3869837,NYQ
AON,Aon plc,Financial Services,Large-Cap,1477580,NYQ
WBD,"Warner Bros. Discovery, Inc. - ",Communication Services,Large-Cap,26322375,NMS
B,Barrick Mining Corporation,Basic Materials,Large-Cap,16139477,NYQ
VALE,VALE S.A.,Basic Materials,Large-Cap,38296812,NYQ
CL,Colgate-Palmolive Company,Consumer Defensive,Large-Cap,7128453,NYQ
RSG,"Republic Services, Inc.",Industrials,Large-Cap,1414530,NYQ
CTAS,Cintas Corporation,Industrials,Large-Cap,2192309,NMS
ET,Energy Transfer LP,Energy,Large-Cap,15792043,NYQ
TRP,TC Energy Corporation,Energy,Large-Cap,2603791,NYQ
DASH,"DoorDash, Inc.",Consumer Cyclical,Large-Cap,5096353,NMS
IMO,Imperial Oil Limited,Energy,Large-Cap,824306,ASE
TRV,"The Travelers Companies, Inc.",Financial Services,Large-Cap,1647053,NYQ
APO,"Apollo Global Management, Inc. ",Financial Services,Large-Cap,5329135,NYQ
APD,"Air Products and Chemicals, Inc",Basic Materials,Large-Cap,1520187,NYQ
ELV,"Elevance Health, Inc.",Healthcare,Large-Cap,1926506,NYQ
LHX,"L3Harris Technologies, Inc.",Industrials,Large-Cap,1557030,NYQ
NSC,Norfolk Southern Corporation,Industrials,Large-Cap,1297400,NYQ
SRE,DBA Sempra,Utilities,Large-Cap,3972856,NYQ
DLR,"Digital Realty Trust, Inc.",Real Estate,Large-Cap,2043762,NYQ
CNI,Canadian National Railway Compa,Industrials,Large-Cap,1748016,NYQ
HOOD,"Robinhood Markets, Inc.",Financial Services,Large-Cap,29363174,NMS
TEL,TE Connectivity plc,Technology,Large-Cap,2274798,NYQ
LNG,"Cheniere Energy, Inc.",Energy,Large-Cap,2834519,NYQ
COR,"Cencora, Inc.",Healthcare,Large-Cap,1346317,NYQ
FTNT,"Fortinet, Inc.",Technology,Large-Cap,6764159,NMS
PCAR,PACCAR Inc.,Industrials,Large-Cap,3201330,NMS
SPG,"Simon Property Group, Inc.",Real Estate,Large-Cap,1733045,NYQ
RACE,Ferrari N.V.,Consumer Cyclical,Large-Cap,785917,NYQ
BKR,Baker Hughes Company,Energy,Large-Cap,10163364,NMS
NWG,NatWest Group plc,Financial Services,Large-Cap,4041438,NYQ
WPM,Wheaton Precious Metals Corp,Basic Materials,Large-Cap,2592614,NYQ
RELX,RELX PLC PLC,Industrials,Large-Cap,4262335,NYQ
TFC,Truist Financial Corporation,Financial Services,Large-Cap,10075546,NYQ
TAK,Takeda Pharmaceutical Company L,Healthcare,Large-Cap,3039196,NYQ
MPLX,MPLX LP,Energy,Large-Cap,1746001,NYQ
MFC,Manulife Financial Corporation,Financial Services,Large-Cap,2448906,NYQ
DB,Deutsche Bank AG,Financial Services,Large-Cap,3442814,NYQ
AFL,AFLAC Incorporated,Financial Services,Large-Cap,2413685,NYQ
O,Realty Income Corporation,Real Estate,Large-Cap,6620280,NYQ
OKE,"ONEOK, Inc.",Energy,Large-Cap,5160293,NYQ
BDX,"Becton, Dickinson and Company",Healthcare,Large-Cap,2789036,NYQ
CTVA,"Corteva, Inc.",Basic Materials,Large-Cap,4248309,NYQ
AJG,Arthur J. Gallagher & Co.,Financial Services,Large-Cap,2462783,NYQ
FANG,"Diamondback Energy, Inc.",Energy,Large-Cap,2958682,NMS
INFY,Infosys Limited,Technology,Large-Cap,17178288,NYQ
TGT,Target Corporation,Consumer Defensive,Large-Cap,6440303,NYQ
CIEN,Ciena Corporation,Technology,Large-Cap,3485745,NYQ
D,"Dominion Energy, Inc.",Utilities,Large-Cap,5556775,NYQ
TRGP,"Targa Resources, Inc.",Energy,Large-Cap,1503641,NYQ
ALL,Allstate Corporation (The),Financial Services,Large-Cap,1707414,NYQ
MPWR,"Monolithic Power Systems, Inc.",Technology,Large-Cap,599582,NMS
FAST,Fastenal Company,Industrials,Large-Cap,8757611,NMS
SNOW,Snowflake Inc.,Technology,Large-Cap,6026546,NYQ
ZTS,Zoetis Inc.,Healthcare,Large-Cap,4454338,NYQ
ETR,Entergy Corporation,Utilities,Large-Cap,2803090,NYQ
EA,Electronic Arts Inc.,Communication Services,Large-Cap,2577401,NMS
VST,Vistra Corp.,Utilities,Large-Cap,5547664,NYQ
ADSK,"Autodesk, Inc.",Technology,Large-Cap,2256741,NMS
LITE,Lumentum Holdings Inc.,Technology,Large-Cap,6073393,NMS
EXC,Exelon Corporation,Utilities,Large-Cap,8850750,NMS
CVE,Cenovus Energy Inc,Energy,Large-Cap,15782577,NYQ
NXPI,NXP Semiconductors N.V.,Technology,Large-Cap,2917766,NMS
CAH,"Cardinal Health, Inc.",Healthcare,Large-Cap,1795743,NYQ
XEL,Xcel Energy Inc.,Utilities,Large-Cap,4959587,NMS
AU,AngloGold Ashanti PLC,Basic Materials,Large-Cap,3237858,NYQ
AME,"AMETEK, Inc.",Industrials,Large-Cap,1401932,NYQ
SE,Sea Limited,Consumer Cyclical,Large-Cap,5910725,NYQ
NDAQ,"Nasdaq, Inc.",Financial Services,Large-Cap,4395135,NMS
KEYS,Keysight Technologies Inc.,Technology,Large-Cap,1479730,NYQ
FNV,Franco-Nevada Corporation,Basic Materials,Large-Cap,946132,NYQ
PSA,Public Storage,Real Estate,Large-Cap,1263767,NYQ
CCJ,Cameco Corporation,Energy,Large-Cap,4205930,NYQ
ASX,"ASE Technology Holding Co., Ltd",Technology,Large-Cap,7981654,NYQ
COIN,"Coinbase Global, Inc.",Financial Services,Large-Cap,12511190,NMS
CARR,Carrier Global Corporation,Industrials,Large-Cap,7572425,NYQ
FER,Ferrovial SE,Industrials,Large-Cap,1342725,NMS
FERG,Ferguson Enterprises Inc.,Industrials,Large-Cap,1392472,NYQ
MET,"MetLife, Inc.",Financial Services,Large-Cap,4002059,NYQ
EW,Edwards Lifesciences Corporatio,Healthcare,Large-Cap,4624019,NYQ
TER,"Teradyne, Inc.",Technology,Large-Cap,3466174,NMS
F,Ford Motor Company,Consumer Cyclical,Large-Cap,65005824,NYQ
URI,"United Rentals, Inc.",Industrials,Large-Cap,691796,NYQ
ABEV,Ambev S.A.,Consumer Defensive,Large-Cap,24813493,NYQ
WDS,Woodside Energy Group Limited,Energy,Large-Cap,1248861,NYQ
NOK,Nokia Corporation Sponsored,Technology,Large-Cap,47442453,NYQ
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Large-Cap,520629,NMS
COHR,Coherent Corp.,Technology,Large-Cap,7234191,NYQ
GRMN,Garmin Ltd.,Technology,Large-Cap,971019,NYQ
HLN,Haleon plc,Healthcare,Large-Cap,8710832,NYQ
BSBR,Banco Santander Brasil SA,Financial Services,Large-Cap,1055966,NYQ
KR,Kroger Company (The),Consumer Defensive,Large-Cap,7081962,NYQ
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Large-Cap,1385150,NMS
DAL,"Delta Air Lines, Inc.",Industrials,Large-Cap,11271433,NYQ
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Large-Cap,1945877,NYQ
MSTR,Strategy Inc,Technology,Large-Cap,22591730,NMS
JD,"JD.com, Inc.",Consumer Cyclical,Large-Cap,10462858,NMS
WAB,Westinghouse Air Brake Technolo,Industrials,Large-Cap,866995,NYQ
PYPL,"PayPal Holdings, Inc.",Financial Services,Large-Cap,23959140,NMS
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Large-Cap,17244482,NYQ
HSY,The Hershey Company,Consumer Defensive,Large-Cap,2034953,NYQ
FITB,Fifth Third Bancorp,Financial Services,Large-Cap,12558895,NMS
DDOG,"Datadog, Inc.",Technology,Large-Cap,5878406,NMS
WCN,"Waste Connections, Inc.",Industrials,Large-Cap,1689590,NYQ
DEO,Diageo plc,Consumer Defensive,Large-Cap,2016801,NYQ
AMP,"Ameriprise Financial, Inc.",Financial Services,Large-Cap,698167,NYQ
EBAY,eBay Inc.,Consumer Cyclical,Large-Cap,5297679,NMS
CCEP,Coca-Cola Europacific Partners ,Consumer Defensive,Large-Cap,1883279,NMS
ED,"Consolidated Edison, Inc.",Utilities,Large-Cap,2243891,NYQ
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Large-Cap,2348725,NMS
CRWV,"CoreWeave, Inc.",Technology,Large-Cap,25876774,NMS
GFI,Gold Fields Limited,Basic Materials,Large-Cap,3665943,NYQ
AIG,"American International Group, I",Financial Services,Large-Cap,4802006,NYQ
PEG,Public Service Enterprise Group,Utilities,Large-Cap,3027322,NYQ
ROK,"Rockwell Automation, Inc.",Industrials,Large-Cap,1016924,NYQ
CBRE,CBRE Group Inc,Real Estate,Large-Cap,2295275,NYQ
RKT,"Rocket Companies, Inc.",Financial Services,Large-Cap,30758195,NYQ
RBLX,Roblox Corporation,Communication Services,Large-Cap,11921612,NYQ
TRI,Thomson Reuters Corp,Industrials,Large-Cap,2735358,NMS
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Large-Cap,3121041,NYQ
MT,Arcelor Mittal NY Registry Shar,Basic Materials,Large-Cap,1964643,NYQ
EQT,EQT Corporation,Energy,Large-Cap,10409111,NYQ
MSCI,MSCI Inc.,Financial Services,Large-Cap,624127,NYQ
VTR,"Ventas, Inc.",Real Estate,Large-Cap,3065462,NYQ
VG,"Venture Global, Inc.",Energy,Large-Cap,21699212,NYQ
BBD,Banco Bradesco Sa,Financial Services,Large-Cap,42182587,NYQ
PCG,Pacific Gas & Electric Co.,Utilities,Large-Cap,22662962,NYQ
NUE,Nucor Corporation,Basic Materials,Large-Cap,1710033,NYQ
HEI,Heico Corporation,Industrials,Large-Cap,611140,NYQ
ROP,"Roper Technologies, Inc.",Technology,Large-Cap,1689025,NMS
ERIC,Ericsson,Technology,Large-Cap,9740672,NMS
BIDU,"Baidu, Inc.",Communication Services,Large-Cap,2624522,NMS
BE,Bloom Energy Corporation,Industrials,Large-Cap,11552585,NYQ
ALC,Alcon Inc.,Healthcare,Large-Cap,1661525,NYQ
HIG,"The Hartford Insurance Group, I",Financial Services,Large-Cap,1588262,NYQ
WEC,"WEC Energy Group, Inc.",Utilities,Large-Cap,2271430,NYQ
DIA,State Street SPDR Dow Jones Ind,N/A,Large-Cap,7224659,PCX
KGC,Kinross Gold Corporation,Basic Materials,Large-Cap,11954891,NYQ
TTWO,"Take-Two Interactive Software, ",Communication Services,Large-Cap,2269003,NMS
XYZ,"Block, Inc.",Technology,Large-Cap,8529941,NYQ
RKLB,Rocket Lab Corporation,Industrials,Large-Cap,22396790,NCM
